23, 32
46, 63
69, 80
92, 107
115, 165
138, 196
161, 227
184, 227
207, 244
230, 329
253, 360
276, 360
299, 360
322, 462
345, 493
368, 524
391, 524
414, 524
437, 626
460, 657
483, 657
506, 657
529, 755
552, 790
575, 821
598, 850
621, 850
644, 923
667, 954
690, 954
713, 954
736, 954
759, 1087
782, 1118
805, 1148
828, 1148
851, 1220
874, 1251
897, 1282
920, 1282
943, 1282
966, 1384
989, 1415
1012, 1446
1035, 1446
1058, 1446
1081, 1548
1104, 1579
1127, 1579
1150, 1579
1173, 1681
1196, 1712
1219, 1743
1242, 1743
1265, 1743
1288, 1845
1311, 1876
1334, 1876
1357, 1876
1380, 1974
1403, 2009
1426, 2040
1449, 2069
1472, 2069
1495, 2142
1518, 2173
1541, 2173
1564, 2173
1587, 2173
1610, 2306
1633, 2337
1656, 2367
1679, 2367
1702, 2439
1725, 2470
1748, 2501
1771, 2501
1794, 2501
1817, 2603
1840, 2634
1863, 2665
1886, 2665
1909, 2665
1932, 2767
1955, 2798
1978, 2798
2001, 2798
2024, 2900
2047, 2931
2070, 2962
2093, 2962
2116, 2962
2139, 3064
2162, 3095
2185, 3095
2208, 3095
2231, 3193
2254, 3228
2277, 3259
2300, 3288
2323, 3288
2346, 3361
2369, 3392
2392, 3392
2415, 3392
2438, 3392
2461, 3525
2484, 3556
2507, 3586
2530, 3586
2553, 3658
2576, 3689
2599, 3720
2622, 3720
2645, 3720
2668, 3822
2691, 3853
2714, 3884
2737, 3884
2760, 3884
2783, 3986
2806, 4017
2829, 4017
2852, 4017
2875, 4119
2898, 4150
2921, 4181
2944, 4181
2967, 4181
2990, 4283
3013, 4314
3036, 4314
3059, 4314
3082, 4412
3105, 4447
3128, 4478
3151, 4507
3174, 4507
3197, 4580
3220, 4611
3243, 4611
3266, 4611
3289, 4611
3312, 4744
3335, 4775
3358, 4805
3381, 4805
3404, 4877
3427, 4908
3450, 4939
3473, 4939
3496, 4939
3519, 5041
3542, 5072
3565, 5103
3588, 5103
3611, 5103
3634, 5205
3657, 5236
3680, 5236
3703, 5236
3726, 5338
3749, 5369
3772, 5400
3795, 5400
3818, 5400
3841, 5502
3864, 5533
3887, 5533
3910, 5533
3933, 5631
3956, 5666
3979, 5697
4002, 5726
4025, 5726
4048, 5799
4071, 5830
4094, 5830
4117, 5830
4140, 5830
4163, 5963
4186, 5994
4209, 6024
4232, 6024
4255, 6096
4278, 6127
4301, 6158
4324, 6158
4347, 6158
4370, 6260
4393, 6291
4416, 6322
4439, 6322
4462, 6322
4485, 6424
4508, 6455
4531, 6455
4554, 6455
4577, 6557
4600, 6588
4623, 6619
4646, 6619
4669, 6619
4692, 6721
4715, 6752
4738, 6752
4761, 6752
4784, 6850
4807, 6885
4830, 6916
4853, 6945
4876, 6945
4899, 7018
4922, 7049
4945, 7049
4968, 7049
4991, 7049
5014, 7182
5037, 7213
5060, 7243
5083, 7243
5106, 7315
5129, 7346
5152, 7377
5175, 7377
5198, 7377
5221, 7479
5244, 7510
5267, 7541
5290, 7541
5313, 7541
5336, 7643
5359, 7674
5382, 7674
5405, 7674
5428, 7776
5451, 7807
5474, 7838
5497, 7838
5520, 7838
5543, 7940
5566, 7971
5589, 7971
5612, 7971
5635, 8069
5658, 8104
5681, 8135
5704, 8164
5727, 8164
5750, 8237
5773, 8268
5796, 8268
5819, 8268
5842, 8268
5865, 8401
5888, 8432
5911, 8462
5934, 8462
5957, 8534
5980, 8565
6003, 8596
6026, 8596
6049, 8596
6072, 8698
6095, 8729
6118, 8760
6141, 8760
6164, 8760
6187, 8862
6210, 8893
6233, 8893
6256, 8893
6279, 8995
6302, 9026
6325, 9057
6348, 9057
6371, 9057
6394, 9159
6417, 9190
6440, 9190
6463, 9190
6486, 9288
6509, 9323
6532, 9354
6555, 9383
6578, 9383
6601, 9456
6624, 9487
6647, 9487
6670, 9487
6693, 9487
6716, 9620
6739, 9651
6762, 9681
6785, 9681
6808, 9753
6831, 9784
6854, 9815
6877, 9815
6900, 9815
6923, 9917
6946, 9948
6969, 9979
6992, 9979
7015, 9979
7038, 10081
